0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.630080223083496
0,-1.7274792194366455
0,-1.736401081085205
0,-1.7469905614852905
0,-1.7597486972808838
0,-1.7741856575012207
0,-1.7753089666366577
0,-1.7690564393997192
0,-1.7592068910598755
0,-1.7697694301605225
0,-1.7813756465911865
0,-1.8015516996383667
0,-1.8213939666748047
0,-1.829145073890686
0,-1.8165756464004517
0,-1.8184504508972168
0,-1.835784673690796
0,-1.8698621988296509
0,-1.8864812850952148
0,-1.8964838981628418
0,-1.9192520380020142
0,-1.907285213470459
0,-1.9137253761291504
0,-1.9071674346923828
0,-1.8807411193847656
0,-1.879176139831543
0,-1.8765511512756348
0,-1.8765804767608643
0,-1.8563027381896973
0,-1.8248324394226074
0,-1.8029409646987915
0,-1.7772623300552368
0,-1.7560844421386719
0,-1.7388908863067627
0,-1.722901463508606
0,-1.7166732549667358
0,-1.7133452892303467
0,-1.7149280309677124
0,-1.7212529182434082
0,-1.70979642868042
0,-1.6996029615402222
0,-1.691508412361145
0,-1.6847254037857056
0,-1.6764293909072876
0,-1.6697101593017578
0,-1.6614981889724731
0,-1.6553102731704712
0,-1.6491296291351318
0,-1.6430562734603882
0,-1.6377311944961548
0,-1.6341184377670288
0,-1.631339430809021
0,-1.630080223083496
0,-1.6301250457763672
0,-1.6335068941116333
0,-1.6386898756027222
0,-1.6442480087280273
0,-1.6495658159255981
0,-1.6545406579971313
0,-1.630080223083496
